appId,ml_score,sampled_language,manual_label
app.childsafetytracker,0.988509973,zh,Y
com.crttrackerbysmssoft.crttrackerbysmsphone,0.9388815386,zh,Y
lom.car.tracker,0.4639674714,zh,Y
com.smartapp.callrecord,0.9999737459,zh,Y
alghani.call.recorder,0.9992885184,zh,Y
com.nll.acr,0.8783244171,zh,Y
com.recorderapps.newcallrecorder,0.8883442299,zh,Y
com.brickhousesecurity.brickhouseLocateGPS,0.6222741252,zh,Y
com.harris.rf.beonptt.android.ui,0.4346870445,zh,Y
com.becloser,0.5412855326,zh,Y
com.eightbhs.personal_safety,0.9443857013,zh,Y
es.fastappstudio.whatsbackup,0.4664785604,zh,Y
com.backup.and.restore.all.apps.photo.backup,0.5514409492,zh,Y
com.restore.sms.mms,0.5474365501,zh,Y
com.awesun.control,0.8222898811,zh,Y
com.nomanprojects.mycartracks,0.6509151045,zh,Y
com.ecareme.asuswebstorage,0.4190042444,zh,Y
br.com.guardian,0.9998899794,zh,Y
com.analysis.wlogon,0.6370104463,zh,Y
com.fw.gps.anytracking,0.5157735435,zh,Y
com.falcontech.antitheft,0.9998237285,zh,Y
com.allbackup,0.5971234047,zh,Y
com.sand.airmirror,0.6642708458,zh,Y
com.tgelec.aibeile22,0.584364869,zh,Y
com.activate.activategpstracker.client.android,0.5606721176,zh,Y
com.acronis.acronistrueimage,0.4911980558,zh,Y
com.fourcs.gts,0.4821914751,zh,Y
com.qihoo.kids.watch.intl,0.6839633661,zh,Y
com.lewei.wifi.xspy2,0.527481739,zh,N
com.hf.findlostdevice,0.7137694781,zh,N
com.cl.wifipassword.share,0.418722588,zh,N
com.abvio.meter.walk,0.4439720114,zh,N
com.media.bestrecorder.audiorecorder,0.7660677508,zh,N
com.neocor6.android.tmt,0.9595757427,zh,N
com.tecnologia2020.rastrearcelulargratispornumerodemovilguide,0.5460061773,zh,N
com.teamviewer.quicksupport.market,0.5020895534,zh,N
com.granita.caldavsync,0.4116912896,zh,N
com.strava,0.474649762,zh,N
meramonkey.screenrecorder,0.4059993708,zh,N
com.vss.spyvss,0.5093175839,zh,N
com.discipleskies.usaspeedometer,0.4474714611,zh,N
com.filmrecording.soundrecording.recorder,0.7009505988,zh,N
com.sohu.inputmethod.sogou,0.4234933036,zh,N
com.argonremote.smstemplates,0.6908307304,zh,N
com.tencent.qpaint,0.4553133663,zh,N
lincyu.shifttable,0.4656783859,zh,N
com.luckyxmobile.servermonitor,0.7519608597,zh,N
com.appsrentables.plataforma.android5adbbbb877f40,0.6547942403,zh,N
com.lmc.techniquedrague,0.4222092745,zh,N
com.safetygps.track,0.5139129341,zh,N
com.free.gps.navigation.direction.route.finder.maps,0.8324038364,zh,N
fr.reliefmaps.app,0.4720578749,zh,N
com.recordingapp.voicerecorder,0.9990656961,zh,N
top.glimpse.tomatoplan,0.4881492197,zh,N
com.power.password.manager.keylogger,0.8559344378,zh,N
com.softwareschiek.ultrapass,0.4384458035,zh,N
nl.sogeti.android.gpstracker,0.5485221363,zh,N
com.oneplus.backuprestore,0.6506132757,zh,N
com.nut.blehunter,0.5254579466,zh,N
com.parizene.netmonitor,0.4235420742,zh,N
com.tplink.backupandrestore,0.4243089664,zh,N
com.gembuk.spendless,0.4495801653,zh,N
com.phone.number.locator.finderallphons,0.7217118919,zh,N
com.photo.corner.phone.number.location.finder.livemobilelocation.mobilenumberlocationtracker.apps,0.804272158,zh,N
com.tas.phone.number.locator,0.8978113197,zh,N
com.sr.phone.number.locator.map,0.7252260331,zh,N
mobile.number.tracker.mobilenumberlocater.live,0.9757827807,zh,N
com.zahidcataltas.mgrsharita,0.6201692744,zh,N
com.canarys.manage.sms,0.5599495845,zh,N
air.it.palaferri.fishpointsamerigoLite,0.4497881594,zh,N
com.idans.locationfaker,0.4459492216,zh,N
com.app.LiveGPSTracker,0.9167846515,zh,N
com.Turbo3.Leaf_Spy_Pro,0.6953087722,zh,N
com.ty8.game18,0.485162504,zh,N
aws.apps.keyeventdisplay,0.4071403865,zh,N
com.fooldream.itsyou,0.4153662638,zh,N
com.i.video.recorder,0.5271138804,zh,N
com.vizone.rfcontroller,0.7384717786,zh,N
ubicarta.ignrando,0.4821142272,zh,N
com.obooks.to7faEn,0.5510253763,zh,N
co.timesquared.timetracker,0.4622618297,zh,N
sk.archae.hiking.android,0.4090112363,zh,N
com.gsmmodem,0.6164464163,zh,N
com.appfour.weartracker,0.4312481349,zh,N
com.ex.jo.jogpstracking.track,0.6701776625,zh,N
brunnlechner.gps.zeiterfassung,0.9783827138,zh,N
wialon.GPS_Tag,0.8785842426,zh,N
com.khalnadj.khaledhabbachi.gpsstatus,0.8093830619,zh,N
com.dbestapps.livelocation.tracker.gpsroutefinder,0.4865649644,zh,N
com.falcontech.gpsroutefinder,0.5831210376,zh,N
com.gpsmapcamerastamplite.gpsmaplocationstamponphotos,0.735982924,zh,N
com.phonetrackerfree.findmyfamily.gpstracker,0.824875549,zh,N
com.newatifapps1.mobilegpslocationfind.gpslocationtravker.findmyphone,0.5079972163,zh,N
com.webmajstr.gpson,0.5483844324,zh,N
com.gps_hunting_tracker.hunting_tool,0.6374525867,zh,N
com.gps_fishing_tracker.advanced_fishing_tool,0.6576819854,zh,N
com.sea.fishingnavigation_amfapps.seagpsroute,0.9450909153,zh,N
com.rosteam.gpsemulator,0.459600378,zh,N
com.glympse.android.auto,0.8418850346,zh,N
com.ilyabogdanovich.geotracker,0.7582327826,zh,N
free.wifi.extract.password.viewer.security.scanner,0.4585128115,zh,N
com.moonmanmedia.floridareefmaps2,0.4774371548,zh,N
com.gregacucnik.fishingpoints,0.5709908059,zh,N
us.SmartJoy.ClapPhoneFinder,0.7407938667,zh,N
com.lazycat.findphone,0.435259697,zh,N
whistlephonefinder.findphonebywhistle,0.9996283943,zh,N
com.stm.findmydevice,0.5416384938,zh,N
com.findmycellphone.cellphonenumber,0.772624912,zh,N
com.mat.track.lost.phone.number.location.finder,0.5437396804,zh,N
com.antitheft.protection.findstolen.lostphone,0.9998520004,zh,N
com.ellevsoft.findbluetoothdevices,0.5678663132,zh,N
com.nag.pet.dog.virtual.family.adventure,0.9535287001,zh,N
com.lfg.familydad.mom.virtual.games,0.9334763474,zh,N
jp.co.casio.EXILIMRemote,0.6079175846,zh,N
com.humanaware.ebulksms,0.6567926369,zh,N
com.devsoft.android.DontTouchMyPhone,0.4115048804,zh,N
com.aarondevelops.donttrackme,0.5707534874,zh,N
com.lampa.argus.gpsdistancemeter,0.431489112,zh,N
com.i45.launchdialer,0.4188679805,zh,N
com.abvio.meter.cycle,0.4137069447,zh,N
com.HEbackup,0.5614560975,zh,N
com.seoewebdesign.childgrowthtracker.crescitabambino,0.475086672,zh,N
us.FunTiming.NumberLocator,0.4706885986,zh,N
org.findmykids.child,0.6073132899,zh,N
com.dma.towerfinder.towerlocator,0.8319073759,zh,N
s.hd_live_wallpaper.cell_phone_location_tracker,0.8971147711,zh,N
com.capturs.prod,0.6467102925,zh,N
barinov.calculator_free,0.4334909135,zh,N
com.bronsis.bron,0.5269839205,zh,N
uncleKei.Android,0.5087657568,zh,N
com.skibapps.blockmicrophone,0.4299146963,zh,N
com.altothem.BerneseMountainDogsThemes,0.4520511786,zh,N
info.kfsoft.android.BatteryMonitorPro,0.4763516949,zh,N
info.kfsoft.android.BatteryMonitor,0.5136877226,zh,N
com.arbelsolutions.BVRUltimate,0.8755116809,zh,N
com.camera.secretvideorecorder,0.853290511,zh,N
com.bluemobile.flutterbabylife,0.5484125583,zh,N
com.lijianqiang12.silent,0.5144019153,zh,N
com.aroundsound.audiorecorder,0.587921412,zh,N
de.afischer.aftrack.lite,0.5724739499,zh,N
com.coolncoolapps.easyvoicerecorder,0.7242985297,zh,N
com.callhistory.contacts.calllog,0.6782571261,zh,N
com.playweb.calculator,0.4153662638,zh,N
com.bullgrooming.hiddencamerafinder.hiddencamera.detector.cameraapp,0.4153662638,zh,N
com.miroslove.rahnamaapp,0.4051976852,zh,N
com.manageengine.systemtools,0.4935190039,zh,Y
net.osmand.telegram,0.8411771826,zh,Y
com.facebook.talk,0.6366047255,zh,Y
com.slatvinskiy.gpstrackerorganiser,0.6431214599,zh,Y
com.piscesweilun.windowscontroller,0.452030885,zh,Y
com.fbegames.babyfree,0.4939785693,zh,Y
com.sim.location,0.998825469,zh,Y
com.zoemob.gpstracking,0.9999837077,vi,Y
com.fw.gps.yiwenneutral,0.4496215897,vi,Y
com.navixy.xgps.tracker,0.6258036622,vi,Y
com.viettel.vtrackingv2,0.6313428843,vi,Y
com.vietmap.mobilegpstracking,0.4070412139,vi,Y
incendo.vectir.androidclient,0.9734056944,vi,Y
com.vcomsat.gsht,0.4036260523,vi,Y
com.tractive.android.gps,0.8052906235,vi,Y
com.trackimo.android.tracki,0.7465541192,vi,Y
com.yd.TrackerWay,0.6949718606,vi,Y
com.whatztrack.log,0.5994830947,vi,Y
com.tracklostcellphone.findphone,0.999998306,vi,Y
com.ilocatemobile.navigation,0.9999921836,vi,Y
com.alexvas.dvr,0.5425152501,vi,Y
vn.bagps.gpsmobile,0.4127497735,vi,Y
com.tapeautomatic.callrecorder2019,0.9875687281,vi,Y
app.cybrook.trackview,0.9755773443,vi,Y
com.meihillman.callrecorder,0.8012188225,vi,Y
com.idea.backup.smscontacts,0.8880556725,vi,Y
com.gawk.smsforwarder,0.8569398976,vi,Y
com.texty.sms,0.9662716927,vi,Y
com.tekken.smsbackuprestore,0.7695957885,vi,Y
com.viettel.mtracking.v3,0.4604331367,vi,Y
com.sentry.parental,0.9120755325,vi,Y
com.pamsys.WebCam,0.6231940153,vi,Y
cz.scamera.securitycamera,0.6293433396,vi,Y
com.infoweise.parentalcontrol.secureteen,0.9467959766,vi,Y
com.qustodio.qustodioapp,0.9888892389,vi,Y
com.phonetrackerofficial1,0.997153699,vi,Y
com.securellc.phone.tracker.caller,0.9449132135,vi,Y
com.daniayuso.phone.locator.tracker.free,0.9990533143,vi,Y
com.monect.portable,0.5153193984,vi,Y
ua.com.tim_berners.parental_control,0.9942486223,vi,Y
com.kidslox.app,0.4895831274,vi,Y
com.kaspersky.safekids,0.8891417941,vi,Y
com.mysms.android.sms,0.6510999058,vi,Y
com.phonesmschat.mobilesmschat,0.9278746302,vi,Y
com.lostphone.tracker,0.9627930831,vi,Y
us.FamilyTracking.FamilyLocator,0.8243666902,vi,Y
app.lifecircle,0.9462316668,vi,Y
com.ootpapps.kids.zone.app.lock,0.9953765984,vi,Y
com.kiddoware.kidsplace.remotecontrol,0.9999552357,vi,Y
com.kiddoware.kidsplace,0.6022858634,vi,Y
com.kidslauncher,0.7140561733,vi,Y
com.whisperarts.kidsshell,0.548787162,vi,Y
hk.ithkservice.kidlock,0.7629230432,vi,Y
com.as.keylogger,0.4432629091,vi,Y
com.kbwin.kbwina,0.7897858155,vi,Y
com.mm.android.direct.KBVISIONLite,0.4190392055,vi,Y
com.techlogix.home.security.ip.webcam,0.5749247317,vi,Y
com.ip_camera_monitor,0.9083797747,vi,Y
com.rcreations.ipcamviewer,0.5881854577,vi,Y
com.c.a.inspectware,0.9383239254,vi,Y
cz.master.lois,0.6312452553,vi,Y
com.warden.cam,0.8974854076,vi,Y
com.creativelearning.secretcallrecorderlite,0.5833489002,vi,Y
il.co.gpstracking.gpstrackingsmscommander,0.4333287295,vi,Y
com.mendhak.gpslogger,0.6006605984,vi,Y
com.phonetrackerfree.findmyfamily.gpstracker,0.824875549,vi,Y
com.globalwifiVN.p2pclient,0.6641541453,vi,Y
com.geozilla.family,0.9997107325,vi,Y
app.geoloc,0.9999437263,vi,Y
com.wonderapps.org.findphone,0.9996895937,vi,Y
com.find.lost.app.phone,0.9999999158,vi,Y
com.findmyphone.findmymobile.free,0.9999999366,vi,Y
find.my.cellphone,0.7996248447,vi,Y
com.fsp.android.phonetracker,0.9004084752,vi,Y
com.micriptana.findmyfriends,0.9988952648,vi,Y
com.isharing.isharing,0.9999845115,vi,Y
com.mspy.lite,0.9942336096,vi,Y
com.fsp.android.friendlocator,0.5871289155,vi,Y
io.singulart.safe,0.9999999906,vi,Y
net.cybrook.trackview,0.9755974692,vi,Y
com.funreality.software.nativefindmyiphone.lite,0.9354301226,vi,Y
com.appsinfinite.idevicefree,0.5563951777,vi,Y
com.wondershare.famisafe,0.6637562344,vi,Y
com.mm.family.tracker,0.9999986853,vi,Y
com.locategy.family,0.9999999838,vi,Y
locator24.com.main,0.983032285,vi,Y
com.sygic.familywhere.android,0.9999857839,vi,Y
com.sam.software.familygpstracker,0.9995779791,vi,Y
com.ezviz,0.4923859322,vi,Y
corcanoe.gps.tracker,0.9614242704,vi,Y
com.gcm_celltracker,0.9659644119,vi,Y
com.crtcellnumbertrackersoft.crtcellnumbertrackerphone,0.8721246502,vi,Y
com.cawice.android,0.8732153574,vi,Y
com.huiyun.care.viewer.googleplay,0.7688017488,vi,Y
com.killermobile.totalrecall.s2.trial,0.8679746132,vi,Y
com.smsrobot.callu,0.9972144614,vi,Y
com.topsoft.callrecorder,0.6108747189,vi,Y
com.media.auto.callrecorder,0.9996279677,vi,Y
com.cherinbo.callrecorder,0.4395112532,vi,Y
com.appscorner.callrecorde,0.9955283286,vi,Y
com.catalinagroup.callrecorder,0.9934434384,vi,Y
com.callrecorderautomatic.acrcallrecording,0.9999926497,vi,Y
com.smsrobot.callrecorder,0.9705183241,vi,Y
com.lockscreen.recorder.callrecorder,0.9990787216,vi,Y
com.codelife.callrecorder,0.9478373847,vi,Y
polis.app.callrecorder,0.9347514037,vi,Y
com.enlightment.voicecallrecorder,0.5512282698,vi,Y
com.cryok.larva,0.9530929828,vi,Y
com.media.callrecorder,0.8609852287,vi,Y
com.smartcoach.callrecorder01,0.7966415174,vi,Y
com.backupyourmobile,0.5869781921,vi,Y
com.restore.sms.mms,0.5474365501,vi,Y
com.awesun.control,0.8222898811,vi,Y
com.ttxapps.dropsync,0.72778343,vi,Y
com.ttxapps.boxsync,0.5889171233,vi,Y
com.ttxapps.autosync,0.6106285885,vi,Y
com.aseantech.ghiamcuocgoi,0.7082770599,vi,Y
com.callrecording.voicecallrecorder.automaticcallrecord,0.9999965842,vi,Y
com.call.callsrecordercaller,0.9984475273,vi,Y
com.smsrobot.call.recorder.callsbox,0.9968088327,vi,Y
com.appstar.callrecorder,0.9438394458,vi,Y
com.gearandroid.phoneleashfree,0.9180835373,vi,Y
uit.quocnguyen.automaticcallrecorder,0.7566656999,vi,Y
com.bstech.recorder.auto.callrecorder,0.9992425538,vi,Y
com.ichano.athome.avs,0.6014917951,vi,Y
com.ichano.athome.camera,0.4548503878,vi,Y
com.whtrap.trapfowh,0.4178152608,vi,Y
com.sand.airmirror,0.6642708458,vi,Y
com.sand.airdroid,0.4949652041,vi,Y
vn.adsun.app.adsungps,0.5074174617,vi,Y
batman.android.addressbook,0.4124559164,vi,Y
com.koebenapps.wiretapdetection,0.5153055645,vi,N
com.lewei.multiple.lewei,0.527481739,vi,N
com.pinflilloapps.wifipasswordproantihack,0.4311509812,vi,N
wifi.mouse.pc.remote.appcompany,0.6559446442,vi,N
com.user.derekpoon.wifilogger,0.4260089297,vi,N
com.appsbym.intruderdetect,0.7875274964,vi,N
com.eye.screct_show.intruders.pro,0.87477185,vi,N
com.hak.trackinglist,0.40300502,vi,N
find.phone.location.whistle,0.4611227574,vi,N
magicalappzone.voicetofindmyphone.findphone,0.9540285412,vi,N
com.audiorecorder.voicerecording,0.8624007894,vi,N
com.last.fighter.bodyguard.family.simulator,0.4759957502,vi,N
com.ngohungcuong.myir,0.4674595358,vi,N
com.hdpsolution.cpuinfo,0.7005054261,vi,N
meannn.projects.updater,0.4298058782,vi,N
unlock_any_device.password.q_apps_r.mobile_guide,0.4023524064,vi,N
com.tiqiaa.remote,0.6676708778,vi,N
com.illusions.lguniversalremotecontrol,0.7722656791,vi,N
com.ios.icloud.itunes,0.6338994218,vi,N
com.sink.apps.mobile.location.tracker,0.679742236,vi,N
com.phonehalo.itemtracker,0.6933322192,vi,N
br.com.fabiosistemas.rastreador,0.9958466424,vi,N
com.teamviewer.pilot,0.4512043765,vi,N
com.teamviewer.teamviewer.market.mobile,0.6910577248,vi,N
com.TattooForMen.Margod,0.4146638371,vi,N
com.granita.caldavsync,0.4116912896,vi,N
com.pas.CSync,0.4193185252,vi,N
com.iaw.ceracaps,0.4532225674,vi,N
com.smsbackup.contactsbackuprestore,0.5611654698,vi,N
com.sharecontacts.transfercontacts.andshare.app,0.9592414385,vi,N
ehubly.nghethuatquyenru.android,0.4024987444,vi,N
com.lmc.techniquedrague,0.4222092745,vi,N
com.sec.android.app.voicenote,0.594480775,vi,N
com.turkeystudio.phongthuyphongtho,0.4542967574,vi,N
us.TVRemote.RemotelyControlTV,0.4293727962,vi,N
us.tvremote.freeremote.universalTVremote,0.4578851065,vi,N
com.amplez.lg_remote_akb,0.4335217149,vi,N
us.Time4U.ACRemote,0.5415400486,vi,N
com.remotect.mobile,0.435396138,vi,N
com.junaid.audiosrecover,0.7875788249,vi,N
com.awal.audiorecoverypremium,0.5820947027,vi,N
com.gapp.qrcode,0.4071820753,vi,N
com.popsworldwide.popskids,0.4951549048,vi,N
studio.slight.timertodo,0.4900299261,vi,N
com.salimphone.numbertrackerlocation,0.5166823526,vi,N
com.phonenumbertracker.location.mobile.call.locator.callerid,0.8027205965,vi,N
an.password.locker,0.4157304797,vi,N
com.reneph.passwordsafe,0.446288536,vi,N
password.cloud,0.4949740908,vi,N
com.app.pngd,0.4390007429,vi,N
com.devsoldiers.calendar.vesta.period,0.4966559727,vi,N
com.er.mo.apps.mypasswords,0.5037267718,vi,N
com.kaisquare.location,0.5988015291,vi,N
com.digrasoft.mygpslocation,0.5378390946,vi,N
com.nhatton.ggtalkvn,0.4422910589,vi,N
com.futuretech.mobiletracker,0.4455259456,vi,N
com.tas.phone.number.locator,0.8978113197,vi,N
com.sendgroupsms.MobileInvestigationPRO,0.4710148244,vi,N
com.deowave.missedcallalert,0.5184108234,vi,N
com.banana.studio.sms,0.4279159185,vi,N
com.globile.mycontactbackup,0.6597750617,vi,N
com.gai.GPS.map.navigation,0.6869254863,vi,N
com.lge.media.launcher,0.5150832449,vi,N
com.ty8.game18,0.485162504,vi,N
com.tyou.xuexiao3,0.466681009,vi,N
laban.phongthuy.theotuoi.xemhuongnha.labanso,0.4082487901,vi,N
com.ttt.jackkicm,0.4695085652,vi,N
com.theearth.thaychilaychong1,0.6045546407,vi,N
com.smsbackup.leonardocezary.smsimporter,0.6115032616,vi,N
com.CyberValue.TransferContacts,0.5559028215,vi,N
com.habitshareapp,0.4187202822,vi,N
ru.perm.trubnikov.gps2sms,0.4725027935,vi,N
com.cajax.gps2bt2,0.4633031362,vi,N
banphim.gotiengviet.telex,0.4211215964,vi,N
com.hugsnhearts.girlfriends.guide.collection,0.4033907891,vi,N
com.ilyabogdanovich.geotracker,0.7582327826,vi,N
free.imei.check.and.network.unlocker,0.4250267098,vi,N
com.turkeystudio.boitinhyeutheoten,0.40280013,vi,N
vn.fireant.mobile,0.4095519125,vi,N
us.SmartJoy.ClapPhoneFinder,0.7407938667,vi,N
com.kl.whistleapp.findphone,0.9171565753,vi,N
com.wisetechapps.whistle.find.phone,0.9691001788,vi,N
com.lazycat.findphoneclap,0.4547465343,vi,N
com.find.my.phone.clap.whistle.detect,0.9999982663,vi,N
com.dtdevpro.camnanggiadinh,0.7263037669,vi,N
com.weplay.lichgiadinh,0.5733002422,vi,N
net.oxdb.EasyMail,0.415381581,vi,N
com.mcbackup.contact.contactbackup,0.7288994658,vi,N
com.sjajnoaplikerazvoj.droneremotecontrol,0.8367799334,vi,N
com.doublemap.iu,0.7045532617,vi,N
com.mobile.security.anti.theft.alarm.app,0.9997027791,vi,N
com.smartapp.donottouch,0.9493131915,vi,N
com.i45.launchdialer,0.4188679805,vi,N
com.timnguoiyeu,0.4066818632,vi,N
com.HEbackup,0.5614560975,vi,N
com.meberty.cloudcontact,0.572120198,vi,N
us.B3S.ClapToLock,0.6127105237,vi,N
com.clap.find.my.mobile.alarm.sound,0.4439479138,vi,N
com.secureapps.clap.findphone,0.8437096464,vi,N
com.ccpsoftmedia.clapphonefinder,0.6498813614,vi,N
us.FunTiming.NumberLocator,0.4706885986,vi,N
de.dieterthiess.celltracker,0.5126269839,vi,N
com.sjajnoaplikerazvoj.caruniversalremotecontrol,0.9801923403,vi,N
com.ferfig.calltobluetooth,0.4957852623,vi,N
dev.qt.hdl.calltimer,0.4590952656,vi,N
com.hereyouare.btcamera,0.4558817473,vi,N
com.creativegigs.bluetoothcontacttransfer,0.73134203,vi,N
com.mastudio.batterysaver.batterybooster.optimizer,0.5589104346,vi,N
com.tinhvudev.nuoiconlondayconkhon,0.423678826,vi,N
it.mf.android.autobluetooth,0.6792156988,vi,N
trinh.youremote,0.5681527792,vi,N
com.nll.asr,0.8562890178,vi,N
com.raon.aremotefreegalaxy,0.4257984228,vi,N
com.hhll.screentime,0.4002253573,vi,N
com.freeantivirus.cleanvirus,0.4200464532,vi,N
org.whiteglow.antinuisance,0.4458141589,vi,N
com.ralok.antitheftalarm,0.9795406053,vi,N
com.falcontech.antitheft,0.9998237285,vi,N
com.viettel.allblocking,0.4730843139,vi,N
com.ksc.alokiddy,0.5589456258,vi,N
ibc.mobile.aispilot,0.6894006711,vi,N
com.remoteaire.acaire.control,0.7819111104,vi,N
com.giobat.troviamoci,0.7374410459,vi,N
is.tm.application,0.4014813251,vi,N
com.mobile.mobile_lost.trackyourdevice,0.9999991305,vi,Y
bms.main,0.6092430585,vi,Y
com.mobile.myeye.pro,0.5241966993,tr,Y
com.ailemnerede,0.9969406911,tr,Y
com.egeapps.whatstreport,0.4066448086,tr,Y
com.newgeneration.call.recorder.auto.call.record.all.calls,0.9996888096,tr,Y
com.movile.tracker,0.6232872514,tr,Y
com.seyir.tekirdag,0.4494821168,tr,Y
com.idea.backup.smscontacts,0.8880556725,tr,Y
com.ytapps.socialmedianotifications,0.6104456073,tr,Y
com.zegoggles.smssync,0.5887866287,tr,Y
com.riteshsahu.SMSBackupRestore,0.6470594492,tr,Y
com.satko.aractakip,0.44214235,tr,Y
com.cocoa.saferway,0.9174605936,tr,Y
com.mcafee.security.safefamily,0.9563639495,tr,Y
com.astelektronik.uzaktancihazkontrol,0.4661009819,tr,Y
com.lewisapps.RecordAnyCall,0.9997481005,tr,Y
com.recordeverycall.callrecorder,0.9889022521,tr,Y
com.monect.portable,0.5153193984,tr,Y
com.calmean.control,0.9939002692,tr,Y
com.calmean.parental.control,0.9774882994,tr,Y
com.kidslox.app,0.4895831274,tr,Y
com.kaspersky.safekids,0.8891417941,tr,Y
com.aractakip,0.4484469788,tr,Y
